$\beta_{c||}$,$v_t/c$,$n_{spec}$,$\alpha_c$,$\tau_b$,$\alpha_b$,$D_b$,$vv_b$,$vv_e$,case,$k_\perp$,$k_{||}$,$\omega_r / \Omega_p$,$\gamma / \Omega_p$,$P_1$,$P_2$,$P_3$,$P_4$,$P_5$,$Re(E_x)$,$Im(E_x)$,$Re(E_y)$,$Im(E_y)$,$Re(E_z)$,$Im(E_z)$,$Re(B_x)$,$Im(B_x)$,$Re(B_y)$,$Im(B_y)$,$Re(B_z)$,$Im(B_z)$
1.056824,0.00014835619,3,0.52948499,1.1877367,1.4855254,0.085120857,0.90702987,0.071150556,4180.0,0.001,0.44416,-0.70534,0.00016567,0.00023496,-1.5002e-07,-6.3533e-08,0.0,0.0,1.0,0.0,1.48e-06,-1.0,0.000229,0.000204,1.38,-5830.0,-5830.0,-1.37,-0.0031,13.1
2.1175482,0.00016361174,3,0.84840322,1.0654612,1.36928,0.080249622,1.0685387,0.079379693,,,,,,,,,,,,,,,,,,,,,,
0.33624774,0.00014198145,3,1.2830447,1.1128186,1.5041771,0.1405405,0.47125933,0.0580699,,,,,,,,,,,,,,,,,,,,,,
1.3342845,0.00012962884,3,0.91019982,1.1979492,1.4117012,0.085034281,1.2047423,0.094415143,,,,,,,,,,,,,,,,,,,,,,
1.7535033,0.00016883141,3,0.98729312,1.2902753,0.96056658,0.074013487,1.1830295,0.081525601,,,,,,,,,,,,,,,,,,,,,,
1.6970186,0.00015832047,3,0.63494283,2.247987,1.5225611,0.12060305,1.104995,0.11892372,4185.0,0.001,0.46705,-0.45573,0.00086694,0.0019026,-6.8018e-09,-9.6166e-08,0.0,0.0,1.0,0.0,1.49e-06,-1.0,0.000175,0.000304,15.5,-8120.0,-8120.0,-15.4,-0.0331,17.4
0.67000169,0.00013742414,3,1.129793,0.8072964,1.4030478,0.11395741,0.75942713,0.077689558,,,,,,,,,,,,,,,,,,,,,,
0.88048905,0.00011960569,3,1.4566513,1.3410517,2.3985119,0.072074763,0.93437201,0.062817231,4187.0,0.001,0.36447,-0.24164,0.0027076,0.0037761,0.0074156,-6.7658e-08,0.0,0.0,1.0,0.0,2.05e-05,1.0,-0.000134,-0.000682,-117.0,10400.0,-10400.0,-117.0,0.321,-28.7
1.3634986,0.00014566824,3,1.2309313,1.2573808,1.2706373,0.091088496,1.0291072,0.085914128,,,,,,,,,,,,,,,,,,,,,,
1.8189008,0.00018057274,3,0.47732046,1.9678888,0.91356444,0.085416585,0.77479005,0.060972199,4189.0,0.001,0.52871,-0.64433,0.0082065,0.012774,-3.1105e-07,-7.0694e-08,0.0,0.0,1.0,0.0,9.71e-07,-1.0,0.000197,0.00025,83.8,-6580.0,-6580.0,-83.8,-0.158,12.4
0.46903583,0.00013009932,3,1.3353823,0.7461161,0.45660478,0.1187877,0.79210389,0.084102049,4190.0,0.001,0.67751,1.2988,0.00029745,1.1566e-06,-0.00023015,1.8828e-08,0.0,0.0,1.0,0.0,5.83e-07,1.0,0.000171,-3.45e-05,-0.797,-3470.0,3470.0,-0.794,0.00118,5.12
0.58377844,0.0001495164,3,1.3360226,0.9158296,1.0474914,0.13568528,0.65624487,0.07840398,,,,,,,,,,,,,,,,,,,,,,
1.0636051,0.00015487024,3,1.4230992,0.9103663,0.64843303,0.057946507,0.82697189,0.045295093,4192.0,0.001,0.39237,0.2774,0.00097943,-0.0036177,8.8447e-05,5.3129e-08,0.0,0.0,1.0,0.0,2.13e-05,-1.0,-0.000149,0.000635,26.9,7660.0,7660.0,-27.0,-0.0685,-19.5
0.98773181,0.00014996892,3,0.66095579,0.86056226,0.50441295,0.053001095,0.95822275,0.048229653,4193.0,0.001,0.52871,0.90643,0.0021533,0.00019935,-0.0025752,4.0355e-08,0.0,0.0,1.0,0.0,1.09e-06,1.0,0.000216,-0.000164,-11.4,-4780.0,4780.0,-11.4,0.0215,9.05
4.3724203,0.00016962785,3,0.52571058,0.99970663,0.70079464,0.079005755,2.0023823,0.14661446,4194.0,0.50118,0.30973,0.041459,0.12295,-0.047819,0.11637,-6.4404e-06,0.0,0.0,1.0,0.0,0.0233,0.00532,-0.0973,-0.028,-242.0,396.0,8010.0,-21000.0,392.0,-640.0
1.9221001,0.00014298753,3,1.0793602,1.3161311,1.4738116,0.073421955,1.1776513,0.080552109,,,,,,,,,,,,,,,,,,,,,,
0.80561233,0.00011251384,3,1.992164,0.56646413,0.94377965,0.085251629,1.1332489,0.089021765,4196.0,0.001,0.61664,0.43407,0.03444,-0.074564,-0.00027019,1.6607e-08,0.0,0.0,1.0,0.0,8.01e-06,-1.0,-0.000169,0.000795,705.0,8890.0,8890.0,-705.0,-1.14,-14.4
1.5854695,0.00014919169,3,1.2578596,0.78099531,0.69595194,0.056429625,1.0072124,0.053800549,4197.0,0.001,0.55568,0.54149,0.00056218,0.00062881,-0.0016671,7.4321e-08,0.0,0.0,1.0,0.0,2.52e-06,1.0,7.34e-05,-0.000429,-6.38,-6130.0,6130.0,-6.36,0.0115,11.0
0.804995,0.00012018671,3,0.80268234,0.56471562,0.66512424,0.089044072,1.0029376,0.082003891,4198.0,0.001,0.48858,0.82833,0.0034067,3.4139e-05,-0.0041486,4.1016e-08,0.0,0.0,1.0,0.0,1.44e-06,1.0,0.000229,-0.00015,-22.5,-5480.0,5480.0,-22.5,0.0461,11.2
1.823706,0.00016575119,3,0.49935821,1.4000924,0.75962526,0.079162031,1.1262107,0.082613759,4199.0,0.001,0.52342,-0.60427,0.0075621,0.01255,-1.5067e-06,-7.5886e-08,0.0,0.0,1.0,0.0,1.01e-06,-1.0,0.00019,0.000259,92.5,-7390.0,-7390.0,-92.5,-0.177,14.1
0.92403311,0.00012152406,3,1.7233541,1.1426895,1.0840006,0.080859058,1.1006591,0.082341217,4200.0,0.001,0.52871,0.37205,0.014739,-0.038792,-1.9723e-05,2.2677e-08,0.0,0.0,1.0,0.0,1.11e-05,-1.0,-0.000184,0.000703,352.0,8890.0,8890.0,-352.0,-0.666,-16.8
1.0258075,0.00015238812,3,1.3969215,0.82648486,0.73681778,0.085166283,0.85382414,0.067009799,4201.0,0.001,0.36447,0.26523,0.00045545,-0.0017926,7.5625e-05,6.1826e-08,0.0,0.0,1.0,0.0,2.52e-05,-1.0,-0.000168,0.00061,12.9,7630.0,7630.0,-13.1,-0.0354,-20.9
1.3914915,0.00015443451,3,0.41281241,1.0068543,1.1835562,0.13072316,0.729397,0.08432617,4202.0,0.001,0.52871,-0.82476,0.0050766,0.0064104,-0.00024989,-5.8018e-08,0.0,0.0,1.0,0.0,9.11e-07,-1.0,0.000214,0.000204,39.8,-6460.0,-6460.0,-39.8,-0.0752,12.2
0.94535047,0.000164463,3,0.74346471,1.1905386,0.9218545,0.095359504,0.73391074,0.063892461,,,,,,,,,,,,,,,,,,,,,,
0.56606948,0.00015160863,3,1.3487551,1.1538402,1.3706689,0.11064032,0.75944287,0.075654633,,,,,,,,,,,,,,,,,,,,,,
2.2799253,0.00015925145,3,0.94100213,0.90354508,1.0806483,0.088880002,1.2920486,0.10546567,,,,,,,,,,,,,,,,,,,,,,
2.1069698,0.00016091958,3,0.80129409,0.75394773,0.57708389,0.059421301,1.326932,0.074425556,4206.0,0.001,0.52871,0.5125,0.014922,0.0033532,-0.032657,7.6503e-08,0.0,0.0,1.0,0.0,1.75e-06,1.0,0.000111,-0.000326,-208.0,-7160.0,7160.0,-208.0,0.394,13.5
0.82076615,0.00014610987,3,0.95034629,1.4645551,1.0708007,0.081173331,0.57370669,0.043072414,,,,,,,,,,,,,,,,,,,,,,
0.88334477,0.00016485206,3,0.79312575,1.2026217,1.1983731,0.11342531,0.76764977,0.078200504,,,,,,,,,,,,,,,,,,,,,,
1.3213693,0.0001635958,3,0.68297124,2.489464,1.2932462,0.092797443,0.77782851,0.066050768,,,,,,,,,,,,,,,,,,,,,,
1.6128441,0.0001357576,3,1.6629398,0.65033799,0.78951019,0.060295597,1.1623099,0.06609749,4210.0,0.001,0.60449,0.34855,0.023037,-0.065339,0.001221,2.0215e-08,0.0,0.0,1.0,0.0,1.04e-05,-1.0,-7.69e-05,0.000662,652.0,9860.0,9860.0,-652.0,-1.08,-16.3
2.3666871,0.00015455442,3,0.86788356,1.2734404,1.3610404,0.10588288,1.3802758,0.13215315,,,,,,,,,,,,,,,,,,,,,,
1.0829808,0.00016379965,3,0.80382848,2.2827137,1.8375556,0.12390255,0.89804351,0.09900371,,,,,,,,,,,,,,,,,,,,,,
0.40216866,0.0001109671,3,0.91914952,0.57998383,0.73486352,0.064969219,0.66895324,0.040810224,,,,,,,,,,,,,,,,,,,,,,
0.72210705,0.00014676608,3,1.0047214,0.87434155,0.71433181,0.094731502,0.61031759,0.052812885,,,,,,,,,,,,,,,,,,,,,,
0.36271507,0.00015134249,3,0.83712238,0.9603287,1.6682315,0.1661382,0.68202615,0.097167455,,,,,,,,,,,,,,,,,,,,,,
1.1012114,0.00014317919,3,0.95815063,0.79539233,1.222604,0.13120127,1.0302732,0.11949427,,,,,,,,,,,,,,,,,,,,,,
1.2670588,0.00014726362,3,1.0353208,0.86771011,0.34877273,0.09010493,1.0215305,0.084437937,4217.0,0.001,0.71589,0.89422,0.007424,0.0024812,-0.01079,3.5706e-08,0.0,0.0,1.0,0.0,8.04e-07,1.0,0.000164,-0.000291,-44.4,-5340.0,5340.0,-44.4,0.062,7.46
0.21180752,9.0081761e-05,3,1.6787084,0.33173344,0.63228548,0.13493913,0.83339411,0.099086449,4218.0,0.001,0.41259,0.97033,0.00011,9.0863e-10,-0.0001134,3.4368e-08,0.0,0.0,1.0,0.0,9.9e-07,1.0,0.000116,-1e-05,-0.417,-3640.0,3640.0,-0.413,0.00101,8.83
1.3837796,0.00016199706,3,0.79651248,0.87252682,0.42756513,0.084645115,1.1091288,0.086556062,4219.0,0.001,0.6228,0.81362,0.011265,0.002294,-0.016171,4.3477e-08,0.0,0.0,1.0,0.0,9.25e-07,1.0,0.000166,-0.000258,-73.3,-5290.0,5290.0,-73.3,0.118,8.5
0.54356307,0.00011477869,3,1.2210563,0.57838333,1.2059134,0.094558924,0.90999907,0.078613959,,,,,,,,,,,,,,,,,,,,,,
0.349902,0.00014920889,3,0.6861698,1.4718974,2.1116719,0.11290489,0.52686942,0.053450972,,,,,,,,,,,,,,,,,,,,,,
0.54224283,0.0001400809,3,1.0413092,0.64311194,0.78884101,0.1108283,0.87472266,0.08727216,,,,,,,,,,,,,,,,,,,,,,
0.75453532,0.00011379007,3,1.3991067,0.58282596,1.4807729,0.11163127,0.99737102,0.10015708,4223.0,0.001,0.32197,0.27498,0.00013056,-0.00026168,-0.00021319,7.2133e-08,0.0,0.0,1.0,0.0,2.34e-05,-1.0,-0.000242,0.000596,3.93,8700.0,8700.0,-4.15,-0.0122,-27.0
1.0758584,0.00015613782,3,0.58958197,0.71309155,0.30237484,0.12091052,0.73732448,0.079534233,4224.0,0.001,0.56431,0.97319,0.01074,0.00038899,-0.011443,3.9076e-08,0.0,0.0,1.0,0.0,8.58e-07,1.0,0.000197,-0.000161,-53.4,-4840.0,4840.0,-53.4,0.0946,8.57
0.99642885,0.00015000776,3,1.3385137,1.061524,1.3318142,0.10144997,0.90103638,0.082990132,,,,,,,,,,,,,,,,,,,,,,
0.42213616,0.00011512353,3,2.0743601,0.55312258,0.71506548,0.070717506,0.96387136,0.063661225,4226.0,0.001,0.52871,0.46107,0.019867,-0.041907,0.00029333,2.5787e-08,0.0,0.0,1.0,0.0,7.64e-06,-1.0,-0.000384,0.000946,297.0,6900.0,6900.0,-297.0,-0.562,-13.1
1.4947574,0.00014067243,3,1.1022627,1.006807,1.2789295,0.083772406,1.0365591,0.080122665,,,,,,,,,,,,,,,,,,,,,,
0.36150587,0.00013484816,3,1.0056541,0.9165054,1.4449576,0.20448992,0.46859342,0.079553917,,,,,,,,,,,,,,,,,,,,,,
1.5562661,0.00016601812,3,0.46888342,2.3361084,1.8665898,0.096669197,0.84998947,0.074925132,4229.0,0.001,0.52871,-0.72072,0.0046546,0.0064644,-1.0419e-08,-6.274e-08,0.0,0.0,1.0,0.0,9.21e-07,-1.0,0.000205,0.000226,41.7,-6450.0,-6450.0,-41.7,-0.0788,12.2
0.36554843,0.00011806707,3,1.4098665,0.5139277,0.62591016,0.12347254,0.80666453,0.088654071,4230.0,0.001,0.52871,1.0604,0.00013068,2.5636e-08,-0.00012328,2.5441e-08,0.0,0.0,1.0,0.0,9.02e-07,1.0,0.000161,-2.56e-05,-0.441,-3560.0,3560.0,-0.438,0.000835,6.73
0.55543029,0.00015879203,3,0.84515315,1.255676,1.7469919,0.16282433,0.4815414,0.067427509,,,,,,,,,,,,,,,,,,,,,,
0.52566206,0.00013415344,3,1.7994089,2.0416126,1.9311029,0.064934887,0.66716331,0.040680155,4232.0,0.001,0.46705,0.40135,0.008382,-0.020666,-1.5549e-07,3.0303e-08,0.0,0.0,1.0,0.0,9.88e-06,-1.0,-0.000236,0.000757,135.0,6460.0,6460.0,-135.0,-0.289,-13.8
1.2982457,0.00016589166,3,0.59420615,1.1236703,1.5607839,0.071172737,0.9629634,0.06398312,4233.0,0.001,0.41259,-0.5304,0.000143,0.00027013,-3.8036e-07,-8.8194e-08,0.0,0.0,1.0,0.0,2.12e-06,-1.0,0.00021,0.000276,1.65,-6080.0,-6080.0,-1.64,-0.00401,14.7
0.87349129,0.00012424654,3,1.0002373,1.283278,1.9859927,0.078355022,0.98504126,0.071574949,4234.0,0.001,0.25125,-0.17255,0.00012253,-0.00018455,0.00089475,-1.2798e-07,0.0,0.0,1.0,0.0,2.63e-05,1.0,-0.000259,-0.000547,-8.01,11700.0,-11700.0,-8.35,0.0319,-46.6
1.868969,0.0001446665,3,1.0026208,0.67193615,0.66624165,0.15757422,1.2763817,0.17374799,4235.0,0.001,0.58659,0.56942,0.024849,0.003987,-0.04837,6.2565e-08,0.0,0.0,1.0,0.0,1.7e-06,1.0,9.75e-05,-0.000327,-310.0,-7100.0,7100.0,-310.0,0.528,12.1
1.6007326,0.00017490839,3,0.34815958,1.9142178,1.3384303,0.070138194,0.82278335,0.053927075,4236.0,0.001,0.52871,-0.87626,0.012514,0.014333,-4.1014e-07,-5.9163e-08,0.0,0.0,1.0,0.0,7.52e-07,-1.0,0.000217,0.000182,83.5,-5850.0,-5850.0,-83.5,-0.158,11.1
1.1033801,0.00016299481,3,1.0125473,1.5704255,0.48188221,0.073512025,0.79859531,0.054686561,,,,,,,,,,,,,,,,,,,,,,
0.9268629,0.00012428386,3,1.0564134,0.5107435,0.56163979,0.084162042,1.0227128,0.079391509,4238.0,0.001,0.5985,0.84516,0.0077588,0.00020076,-0.0093915,3.7316e-08,0.0,0.0,1.0,0.0,1.23e-06,1.0,0.00023,-0.000239,-50.9,-5540.0,5540.0,-50.9,0.085,9.26
1.975903,0.00015108522,3,0.93188936,0.91359532,1.038204,0.10383865,1.4236497,0.13392276,4239.0,0.001,0.41259,0.37777,0.00012392,0.0002252,-0.00055335,1.1642e-07,0.0,0.0,1.0,0.0,4.21e-06,1.0,0.000113,-0.00034,-2.49,-7490.0,7490.0,-2.45,0.00603,18.1
0.83015561,0.00014254762,3,0.77888221,0.69594806,0.37593117,0.11303882,0.87870908,0.089239784,4240.0,0.001,0.5985,1.0657,0.006815,0.00017256,-0.0065721,2.9584e-08,0.0,0.0,1.0,0.0,8.36e-07,1.0,0.000206,-0.000124,-28.5,-4460.0,4460.0,-28.5,0.0477,7.46
0.26497331,0.00014026539,3,0.88115954,0.63895899,0.62684315,0.1554036,0.50931305,0.068503082,,,,,,,,,,,,,,,,,,,,,,
1.8243492,0.00016077017,3,0.10661943,0.7482307,0.51841164,0.085931934,1.2849275,0.10167893,4242.0,0.001,0.19827,0.4418,0.10563,-0.10058,-0.30103,6.7794e-07,0.0,0.0,1.0,0.0,6.59e-06,1.0,0.000445,-0.000306,-1930.0,-8090.0,8090.0,-1930.0,9.75,40.8
1.5574042,0.00017671143,3,0.64733881,1.5024897,0.83630121,0.079505071,1.1061498,0.081467658,4243.0,0.001,0.46705,0.58528,0.00024863,0.00014039,-0.00056528,7.2987e-08,0.0,0.0,1.0,0.0,1.75e-06,1.0,0.000167,-0.000252,-2.39,-5610.0,5610.0,-2.38,0.00513,12.0
0.43280381,0.00013007985,3,1.339898,1.2537986,1.5990381,0.073395327,0.61620802,0.042134415,,,,,,,,,,,,,,,,,,,,,,
0.41219649,0.00014052608,3,1.3313074,0.7533282,0.93711263,0.098945253,0.63338369,0.057027504,,,,,,,,,,,,,,,,,,,,,,
1.1838907,0.00017105474,3,0.60853428,2.0478461,1.8619711,0.10443755,0.92699403,0.087658741,,,,,,,,,,,,,,,,,,,,,,
0.90178663,0.00014252948,3,1.0345024,0.76397896,0.52977288,0.088415965,0.96006221,0.07799004,4247.0,0.001,0.67751,1.0202,0.0028406,0.00035585,-0.0031407,2.7979e-08,0.0,0.0,1.0,0.0,8.44e-07,1.0,0.000221,-0.000192,-12.8,-4580.0,4580.0,-12.8,0.0188,6.76
0.90205276,0.00015592796,3,0.95283395,1.8221942,1.1448365,0.066932306,0.85182601,0.053437874,,,,,,,,,,,,,,,,,,,,,,
0.69878387,0.00014630797,3,0.83757889,0.69800234,0.61490864,0.11567639,0.71130902,0.073751256,4249.0,0.001,0.46705,0.82214,0.00037012,8.9872e-06,-0.00045922,4.0593e-08,0.0,0.0,1.0,0.0,1.54e-06,1.0,0.000231,-0.000136,-1.92,-4240.0,4240.0,-1.91,0.0041,9.08
0.31059584,0.00010777747,3,1.7834289,0.35964483,0.49985209,0.085413091,0.66393954,0.05224729,4250.0,0.001,0.37927,0.40164,0.00067984,-0.0054108,0.0037187,5.9388e-08,0.0,0.0,1.0,0.0,1.07e-05,-1.0,-0.000598,0.000812,11.0,6560.0,6560.0,-11.1,-0.0291,-17.3
1.1883658,0.0001596121,3,1.0601543,1.4607897,0.84478682,0.11428475,0.98782784,0.10131427,,,,,,,,,,,,,,,,,,,,,,
0.45555258,0.00010288999,3,3.1376662,0.55035871,0.89832532,0.09690892,1.0189719,0.09002313,4252.0,0.001,0.82686,0.58907,0.11043,-0.15125,-7.8119e-06,9.4884e-09,0.0,0.0,1.0,0.0,3.12e-06,-1.0,-0.000248,0.00104,1390.0,7440.0,7440.0,-1390.0,-1.69,-9.0
1.3527999,0.00016529158,3,1.2386305,1.013778,0.54659343,0.084611706,0.98607725,0.076924801,4253.0,0.001,0.5985,0.63884,0.00062164,0.0007292,-0.0017024,5.8165e-08,0.0,0.0,1.0,0.0,1.81e-06,1.0,0.000122,-0.000386,-4.96,-5090.0,5090.0,-4.95,0.0083,8.51
0.95342803,0.00016360877,3,1.0361897,2.1787682,2.1538565,0.15063493,0.71428216,0.093509771,,,,,,,,,,,,,,,,,,,,,,
0.86016512,0.00013972259,3,1.1441385,0.65022874,0.42686567,0.11333128,0.95980746,0.097702906,4255.0,0.001,0.72313,1.0707,0.0078034,0.00033725,-0.0076321,2.4736e-08,0.0,0.0,1.0,0.0,7.79e-07,1.0,0.000224,-0.000187,-32.9,-4520.0,4520.0,-32.9,0.0456,6.25
1.3943079,0.0001497109,3,0.89280671,1.2389326,0.79063278,0.081495188,1.1482542,0.086526334,4256.0,0.001,0.46705,0.53851,0.0001734,0.00027134,-0.00059342,7.5464e-08,0.0,0.0,1.0,0.0,2.35e-06,1.0,0.000158,-0.00031,-1.99,-6130.0,6130.0,-1.97,0.00426,13.1
0.62582451,0.00016824178,3,0.50654691,1.8879914,1.8377948,0.15428595,0.59570652,0.079623997,,,,,,,,,,,,,,,,,,,,,,
0.76436055,0.00012420812,3,0.45707449,0.72822666,0.89288831,0.081818312,1.1213614,0.084808096,4258.0,0.001,0.29597,0.6293,0.00029204,-2.1582e-06,-0.00046201,8.2892e-08,0.0,0.0,1.0,0.0,2.83e-06,1.0,0.000232,-0.000103,-2.61,-5600.0,5600.0,-2.6,0.00884,18.9
0.95396906,0.00015191409,3,1.1243173,2.1251349,2.8225925,0.086759612,0.98576546,0.078697205,4259.0,0.001,0.36811,-0.20907,0.0014893,-0.011307,0.018424,-5.0448e-08,0.0,0.0,1.0,0.0,1.08e-05,1.0,-0.000248,-0.000587,-77.7,10900.0,-10900.0,-77.9,0.211,-29.7
0.55548531,0.00015998376,3,1.0125341,1.011945,0.0006644855,0.083943605,0.58232164,0.045096643,4260.0,0.001,0.76695,1.6479,0.00011215,1.4533e-05,-8.2606e-05,1.7252e-08,0.0,0.0,1.0,0.0,3.09e-07,1.0,0.000145,-1.13e-05,-0.198,-2890.0,2890.0,-0.197,0.000258,3.77
0.64880025,0.00012712841,3,0.94018149,0.69743121,0.86756176,0.091335729,0.88752913,0.074278235,,,,,,,,,,,,,,,,,,,,,,
1.8046216,0.00017172504,3,0.87980819,1.1693283,0.27342445,0.15011613,1.1037668,0.14406623,4262.0,0.001,0.67751,0.72178,0.017411,0.0090326,-0.033331,4.6457e-08,0.0,0.0,1.0,0.0,9.02e-07,1.0,0.00012,-0.000288,-140.0,-5820.0,5820.0,-140.0,0.207,8.6
1.0342015,0.00010796826,3,1.5707496,0.51014638,0.86542982,0.071250737,1.147015,0.07628873,4263.0,0.001,0.46705,0.32493,0.006363,-0.019739,0.00028069,3.327e-08,0.0,0.0,1.0,0.0,1.61e-05,-1.0,-0.000146,0.000681,208.0,10600.0,10600.0,-208.0,-0.445,-22.7
0.94782633,0.00015193271,3,0.65951186,0.9138279,0.82511675,0.064272135,0.840029,0.050729606,,,,,,,,,,,,,,,,,,,,,,
0.91793382,0.00015824731,3,1.3323033,1.0157105,0.78977418,0.078129262,0.8116377,0.058817685,,,,,,,,,,,,,,,,,,,,,,
0.75857759,0.00013602684,3,1.0858701,0.85055768,0.58280981,0.13170576,0.83529931,0.097209729,4266.0,0.001,0.5985,0.92885,0.00063467,5.7696e-05,-0.00074103,3.0992e-08,0.0,0.0,1.0,0.0,1.12e-06,1.0,0.000228,-0.000174,-3.11,-4550.0,4550.0,-3.1,0.0052,7.6
0.57838595,0.00015088599,3,0.4679983,1.2344739,1.002702,0.079037465,0.70976609,0.051989388,,,,,,,,,,,,,,,,,,,,,,
0.70719934,0.00012104917,3,1.3711677,0.57897061,0.39781472,0.092004709,1.1986282,0.10098798,4268.0,0.001,0.76695,1.1817,0.013533,8.1345e-05,-0.011556,1.8631e-08,0.0,0.0,1.0,0.0,7.14e-07,1.0,0.000237,-0.000124,-52.4,-4580.0,4580.0,-52.4,0.0684,5.97
0.25691763,0.00010725869,3,2.0058627,0.64618105,1.2006661,0.096193686,0.67807424,0.059502386,4269.0,0.001,0.41259,0.45247,0.0058964,-0.0129,-5.4123e-05,4.2077e-08,0.0,0.0,1.0,0.0,6.53e-06,-1.0,-0.000704,0.000732,78.2,6000.0,6000.0,-78.2,-0.189,-14.5
0.87680948,0.0001414268,3,1.2810853,1.2329385,2.1188717,0.068379357,0.85274488,0.054577697,4270.0,0.001,0.32197,-0.22265,0.0007366,-6.7857e-05,0.0033757,-8.418e-08,0.0,0.0,1.0,0.0,2.31e-05,1.0,-0.00018,-0.00064,-29.7,9030.0,-9030.0,-29.9,0.0922,-28.1
0.77255899,0.00012602621,3,1.4406379,0.5535084,0.87549436,0.11184955,1.0080177,0.10140438,4271.0,0.001,0.36447,0.29334,0.00033059,-0.0012517,0.0001248,5.425e-08,0.0,0.0,1.0,0.0,2.1e-05,-1.0,-0.000236,0.000634,9.08,8210.0,8210.0,-9.27,-0.0249,-22.5
1.2128882,0.00017249149,3,0.88490695,1.7069206,1.6869507,0.087257788,0.89498025,0.071826704,,,,,,,,,,,,,,,,,,,,,,
1.0931356,0.00018001522,3,0.80207652,1.5330817,0.91143054,0.10098504,0.72056735,0.066092096,,,,,,,,,,,,,,,,,,,,,,
0.1944273,8.1564234e-05,3,3.6238077,0.33456096,0.69059885,0.12944937,0.74407476,0.085280821,4274.0,0.001,0.70502,0.63124,0.083717,-0.10879,0.0018417,1.3242e-08,0.0,0.0,1.0,0.0,2.05e-06,-1.0,-0.000822,0.00113,937.0,7070.0,7070.0,-938.0,-1.33,-10.0
0.87233585,0.00015844204,3,0.94147533,1.9338491,2.000098,0.092570446,0.89248043,0.075617611,,,,,,,,,,,,,,,,,,,,,,
0.56345874,0.00012424581,3,1.0848211,0.74737155,1.0824354,0.13079821,0.81879318,0.094709106,,,,,,,,,,,,,,,,,,,,,,
1.7199283,0.00016910784,3,0.63510484,0.98300517,0.9869439,0.1061191,0.73539197,0.070553012,4277.0,0.001,0.44865,-0.46152,0.00046121,0.0010545,-5.5072e-05,-9.7664e-08,0.0,0.0,1.0,0.0,2.04e-06,-1.0,0.000169,0.00032,7.22,-7210.0,-7210.0,-7.2,-0.0161,16.1
0.32842469,0.00013040927,3,1.2407104,0.76063973,0.93631893,0.073951267,0.60401529,0.041592449,,,,,,,,,,,,,,,,,,,,,,
1.2978107,0.00014278694,3,1.0694209,1.0523812,1.0126799,0.078064241,1.1249532,0.081459701,,,,,,,,,,,,,,,,,,,,,,
0.52474523,0.00011007087,3,1.7039667,0.52452302,0.87286818,0.1168526,0.81240678,0.084999107,4280.0,0.001,0.43364,0.37856,0.0041617,-0.011616,0.00066754,3.5487e-08,0.0,0.0,1.0,0.0,1.19e-05,-1.0,-0.000318,0.000754,87.5,7970.0,7970.0,-87.6,-0.202,-18.4
1.2135112,0.00014384133,3,0.90884012,1.6069405,1.3802994,0.059464287,1.1311576,0.063488968,,,,,,,,,,,,,,,,,,,,,,
1.0027796,0.00016745571,3,0.49682292,1.3464503,0.8164326,0.13366292,0.90412652,0.10660007,4282.0,0.001,0.46238,-0.74853,0.00039267,0.00052465,-2.8115e-08,-6.0764e-08,0.0,0.0,1.0,0.0,1.19e-06,-1.0,0.000225,0.000185,2.75,-5230.0,-5230.0,-2.74,-0.00595,11.3
0.92811972,0.00016627838,3,1.5379461,1.671132,1.6969974,0.12406551,0.70520425,0.077834666,4283.0,0.001,0.43597,0.3207,0.0033444,-0.010394,-6.3663e-06,3.6188e-08,0.0,0.0,1.0,0.0,1.55e-05,-1.0,-0.000132,0.000586,68.6,6590.0,6590.0,-68.7,-0.157,-15.1
0.73306352,0.00017012071,3,0.65715659,2.5588336,2.1073306,0.090344205,0.68543607,0.056793541,,,,,,,,,,,,,,,,,,,,,,
1.066918,0.00016430147,3,0.87641329,0.80624175,0.71224082,0.12076194,0.7132169,0.076848596,4285.0,0.001,0.46238,0.61531,0.00020525,8.5235e-05,-0.00041887,6.5542e-08,0.0,0.0,1.0,0.0,2.09e-06,1.0,0.000192,-0.000281,-1.64,-4890.0,4890.0,-1.63,0.00355,10.6
0.50909704,0.00013490354,3,0.94653749,0.88178432,1.2807553,0.1109769,0.79265678,0.079179198,,,,,,,,,,,,,,,,,,,,,,
0.87430334,0.00016185328,3,1.3391353,2.7519794,1.9579985,0.13463408,0.93600118,0.11106451,4287.0,0.001,0.37927,-0.20113,0.0005169,0.0038105,-0.0012408,-5.9205e-08,0.0,0.0,1.0,0.0,1.25e-05,1.0,-0.000172,-0.000627,-25.7,10100.0,-10100.0,-25.9,0.0679,-26.5
0.26497722,0.00013226739,3,1.3181945,1.0829489,1.1076235,0.17248306,0.58852041,0.086576447,,,,,,,,,,,,,,,,,,,,,,
0.81494933,0.00014383336,3,1.4976523,0.86728448,0.99077123,0.061400183,0.77746129,0.044974547,4289.0,0.001,0.41259,0.31629,0.0013233,-0.0041953,1.5357e-05,4.3529e-08,0.0,0.0,1.0,0.0,1.59e-05,-1.0,-0.000183,0.000681,30.9,7410.0,7410.0,-31.0,-0.0749,-18.0
