$\beta_{c||}$,$v_t/c$,$n_{spec}$,$\alpha_c$,$\tau_b$,$\alpha_b$,$D_b$,$vv_b$,$vv_e$,case,$k_\perp$,$k_{||}$,$\omega_r / \Omega_p$,$\gamma / \Omega_p$,$P_1$,$P_2$,$P_3$,$P_4$,$P_5$,$Re(E_x)$,$Im(E_x)$,$Re(E_y)$,$Im(E_y)$,$Re(E_z)$,$Im(E_z)$,$Re(B_x)$,$Im(B_x)$,$Re(B_y)$,$Im(B_y)$,$Re(B_z)$,$Im(B_z)$
0.67981529,0.00013433686,3,1.4022549,1.1074756,1.4500031,0.083832055,0.83260173,0.064400338,,,,,,,,,,,,,,,,,,,,,,
0.80051744,0.00014404171,3,0.98260367,0.82253641,1.2585466,0.087711789,0.85341573,0.068818115,,,,,,,,,,,,,,,,,,,,,,
1.6547433,0.00014284396,3,0.98435426,4.0820193,3.8324325,0.057632856,1.1080852,0.060382731,,,,,,,,,,,,,,,,,,,,,,
1.3802698,0.00016758638,3,0.71831352,0.99817467,0.91197938,0.069295175,0.99387109,0.064406984,,,,,,,,,,,,,,,,,,,,,,
0.99589294,0.00012966838,3,0.75088918,0.6852048,0.69082493,0.063407801,1.1522716,0.068704233,7871.0,0.001,0.52871,0.83969,0.0041742,0.00021129,-0.0051851,4.2314e-08,0.0,0.0,1.0,0.0,1.23e-06,1.0,0.000218,-0.000189,-27.9,-5600.0,5600.0,-27.9,0.0527,10.6
0.50684071,0.00015908692,3,0.99409074,1.1737373,0.53669262,0.13603249,0.42577037,0.050982829,,,,,,,,,,,,,,,,,,,,,,
0.58613765,0.00011411652,3,2.1332154,0.64342856,1.3274229,0.14108683,0.97886819,0.12102979,7873.0,0.001,0.60449,0.46749,0.034707,-0.067852,-0.0017542,1.4981e-08,0.0,0.0,1.0,0.0,6.08e-06,-1.0,-0.000281,0.000794,573.0,7720.0,7720.0,-573.0,-0.948,-12.8
0.93682998,0.00017289064,3,1.0795338,1.5177031,1.1045443,0.12663989,0.78387898,0.088112056,,,,,,,,,,,,,,,,,,,,,,
0.48875085,0.00013135136,3,1.4080138,0.59092218,0.67644644,0.09453471,0.86784089,0.074955478,7875.0,0.001,0.52871,0.8957,0.00015926,2.6742e-07,-0.00017797,2.7006e-08,0.0,0.0,1.0,0.0,1.3e-06,1.0,0.000237,-7.54e-05,-0.678,-3790.0,3790.0,-0.673,0.00128,7.16
2.2686982,0.00014574548,3,1.3805084,1.5443338,1.9803456,0.11312986,1.0611815,0.10785082,7876.0,0.001,0.4985,-0.20358,0.0084163,0.044864,-0.0037945,-4.103e-08,0.0,0.0,1.0,0.0,1.23e-05,1.0,-8.81e-05,-0.000638,-590.0,14300.0,-14300.0,-590.0,1.18,-28.6
1.3502218,0.00013234517,3,1.3322452,0.61295503,0.50462866,0.059287675,0.98076725,0.054892689,7877.0,0.001,0.67751,0.72217,0.0040431,0.0013529,-0.0069529,5.0074e-08,0.0,0.0,1.0,0.0,1.36e-06,1.0,0.000117,-0.000415,-34.4,-6140.0,6140.0,-34.4,0.0508,9.06
1.3267117,0.00014527555,3,1.2134429,0.76714808,0.58035773,0.080847546,1.0548389,0.078902178,7878.0,0.001,0.67751,0.75931,0.003418,0.0016374,-0.0061403,4.5197e-08,0.0,0.0,1.0,0.0,1.19e-06,1.0,0.000137,-0.000363,-25.1,-5580.0,5580.0,-25.1,0.0371,8.23
1.2424368,0.00014619985,3,0.95431364,1.0234547,1.177999,0.093883201,1.0288209,0.088298462,,,,,,,,,,,,,,,,,,,,,,
0.71694368,0.0001634228,3,1.1413947,2.5047903,1.1489238,0.10830779,0.64898914,0.06342227,,,,,,,,,,,,,,,,,,,,,,
1.1149302,0.00016647248,3,0.93625206,1.545943,0.63969773,0.071601205,0.87034428,0.058154035,,,,,,,,,,,,,,,,,,,,,,
1.3104142,0.00014444358,3,0.97672427,0.82538587,0.80188537,0.055321727,1.0826355,0.056753073,7882.0,0.001,0.4985,0.58113,0.00046694,0.00029345,-0.0010971,6.9692e-08,0.0,0.0,1.0,0.0,2.11e-06,1.0,0.00016,-0.000341,-4.84,-6010.0,6010.0,-4.82,0.00971,12.1
0.53841901,8.9978967e-05,3,4.0971427,0.49200541,1.2235676,0.072740793,1.2452528,0.084439717,7883.0,0.001,1.1125,0.66475,0.21116,-0.2382,-0.0018975,7.044e-09,0.0,0.0,1.0,0.0,1.48e-06,-1.0,-5.83e-05,0.00107,2650.0,8350.0,8350.0,-2650.0,-2.38,-7.5
0.65682584,0.00013138675,3,0.86638069,0.70313466,0.85471195,0.11087073,0.81614417,0.081455663,,,,,,,,,,,,,,,,,,,,,,
0.40485185,0.00010374754,3,2.3643498,0.34205753,0.52969444,0.053882163,0.7705676,0.039397333,7885.0,0.001,0.60449,0.50463,0.037465,-0.072753,0.0039386,2.1183e-08,0.0,0.0,1.0,0.0,5.82e-06,-1.0,-0.000322,0.00106,554.0,7470.0,7470.0,-554.0,-0.917,-12.4
0.79047197,0.00016142571,3,1.0266871,1.0915893,1.0463368,0.14414038,0.79163665,0.099731468,,,,,,,,,,,,,,,,,,,,,,
1.7826649,0.00017319384,3,0.76916993,1.8755176,1.3497444,0.091859937,1.1755676,0.098902121,,,,,,,,,,,,,,,,,,,,,,
0.84580499,0.00012883938,3,0.97417784,0.53069615,0.71938926,0.076334454,1.0569292,0.07495831,7888.0,0.001,0.52871,0.80052,0.0027998,5.4847e-05,-0.0035535,4.0407e-08,0.0,0.0,1.0,0.0,1.47e-06,1.0,0.000243,-0.000201,-18.2,-5190.0,5190.0,-18.2,0.0344,9.82
0.72807163,9.8910292e-05,3,1.0894536,0.34563148,0.76396596,0.074109435,0.9554016,0.065919206,7889.0,0.001,0.42934,0.63304,0.0018432,2.0048e-06,-0.0029147,5.5833e-08,0.0,0.0,1.0,0.0,2.42e-06,1.0,0.000282,-0.000222,-19.1,-6570.0,6570.0,-19.1,0.0446,15.3
1.719341,0.00015143598,3,0.945553,0.99188864,1.1884186,0.074270241,0.94479197,0.065318987,,,,,,,,,,,,,,,,,,,,,,
0.76543176,0.00013185032,3,1.4363877,0.88843441,1.1340512,0.089829877,0.74929732,0.061762184,7891.0,0.001,0.35011,0.28745,0.00030912,-0.0010667,-8.686e-06,6.367e-08,0.0,0.0,1.0,0.0,2.21e-05,-1.0,-0.000209,0.000633,8.12,7710.0,7710.0,-8.3,-0.0232,-22.0
0.41683945,0.00010663457,3,1.5746393,0.48435974,1.131299,0.083272487,0.73105466,0.056197185,7892.0,0.001,0.34365,0.34822,0.000406,-0.0010204,-0.00014544,6.5444e-08,0.0,0.0,1.0,0.0,1.48e-05,-1.0,-0.000425,0.000727,8.49,7370.0,7380.0,-8.61,-0.0247,-21.5
0.54613364,0.00010890862,3,2.1772153,0.65352631,1.4736013,0.067005597,0.74027175,0.046487011,7893.0,0.001,0.60449,0.47456,0.035912,-0.069048,-0.0016852,1.8456e-08,0.0,0.0,1.0,0.0,6.13e-06,-1.0,-0.00022,0.000904,596.0,7880.0,7880.0,-596.0,-0.987,-13.0
1.7667642,0.00016083966,3,0.88540572,0.67013067,0.71026337,0.08263395,1.241526,0.094761349,7894.0,0.001,0.54473,0.56926,0.010222,0.0023213,-0.020339,6.7308e-08,0.0,0.0,1.0,0.0,1.69e-06,1.0,0.000118,-0.000326,-114.0,-6320.0,6320.0,-113.0,0.208,11.6
0.39289513,9.9721474e-05,3,2.3930521,0.58300823,1.0324758,0.11371745,0.96358973,0.09838818,7895.0,0.001,0.60449,0.51122,0.039785,-0.071452,-0.00023486,1.6865e-08,0.0,0.0,1.0,0.0,5.3e-06,-1.0,-0.000437,0.000945,593.0,7620.0,7620.0,-593.0,-0.981,-12.6
1.3254278,0.00018256677,3,0.55324078,1.3193878,0.90613812,0.087371208,0.86817139,0.069758788,7896.0,0.001,0.46705,-0.6273,0.00053095,0.00084677,-2.5821e-07,-7.1614e-08,0.0,0.0,1.0,0.0,1.4e-06,-1.0,0.000205,0.000249,4.65,-5480.0,-5480.0,-4.64,-0.00995,11.7
0.52498615,0.00014352231,3,0.46984297,0.78912359,1.0901542,0.12814866,0.7035954,0.079922415,,,,,,,,,,,,,,,,,,,,,,
1.3789114,0.00014373413,3,1.0407559,0.76540262,0.57341057,0.096901037,0.93883681,0.082937278,7898.0,0.001,0.5985,0.67948,0.0035001,0.0013459,-0.0064992,5.3459e-08,0.0,0.0,1.0,0.0,1.42e-06,1.0,0.000138,-0.000336,-31.0,-6010.0,6010.0,-30.9,0.0517,10.0
1.5491638,0.00016692665,3,0.93080825,1.4502835,1.2782797,0.069283992,0.95810139,0.062079903,,,,,,,,,,,,,,,,,,,,,,
0.3899028,0.00013485472,3,0.98049253,0.95026183,0.65401042,0.098266669,0.61607224,0.055122644,,,,,,,,,,,,,,,,,,,,,,
0.92171091,0.00014092102,3,1.0016267,0.91055411,0.95880842,0.099521726,1.0369607,0.093859307,,,,,,,,,,,,,,,,,,,,,,
0.75820577,0.00015679837,3,0.82326192,1.1265428,1.5261143,0.11721127,0.70862496,0.074345067,,,,,,,,,,,,,,,,,,,,,,
0.96189076,0.00017691444,3,0.81078213,2.4506238,1.0107222,0.081595063,0.75324154,0.056823511,,,,,,,,,,,,,,,,,,,,,,
0.49743244,0.00011319527,3,1.8678699,0.96180332,1.60054,0.055451214,0.79102451,0.041558553,7904.0,0.001,0.48601,0.41919,0.011004,-0.025751,-9.1255e-05,2.9851e-08,0.0,0.0,1.0,0.0,8.91e-06,-1.0,-0.000294,0.000846,197.0,7490.0,7490.0,-197.0,-0.404,-15.4
0.61148262,0.00015930099,3,0.9454751,1.4235533,0.87273777,0.094484821,0.60900521,0.052574404,,,,,,,,,,,,,,,,,,,,,,
0.76835966,0.00013809506,3,1.3685298,0.88531035,0.39845359,0.051890809,0.88585711,0.043700457,7906.0,0.001,0.76695,1.1296,0.00060878,0.00014169,-0.00068064,2.0938e-08,0.0,0.0,1.0,0.0,7.76e-07,1.0,0.000263,-0.000177,-2.27,-4200.0,4200.0,-2.26,0.00296,5.48
2.057811,0.00017117406,3,0.86644971,1.1977731,1.3489209,0.076404713,1.1983018,0.085057065,,,,,,,,,,,,,,,,,,,,,,
0.42759928,0.0001166484,3,1.8005098,0.81489229,1.3666638,0.12796743,0.84513402,0.095879853,7908.0,0.001,0.43597,0.40723,0.005416,-0.013133,-8.8108e-05,3.0764e-08,0.0,0.0,1.0,0.0,9.27e-06,-1.0,-0.000422,0.000716,90.9,6840.0,6840.0,-91.0,-0.208,-15.7
0.88007945,0.0001694908,3,0.54280645,1.1113529,1.2931616,0.10972283,0.70040423,0.069252193,,,,,,,,,,,,,,,,,,,,,,
0.23800623,7.8288162e-05,3,3.7912371,0.25771496,0.45024502,0.081482083,0.71975696,0.054229226,7910.0,0.001,0.78237,0.63729,0.10725,-0.13466,0.00445,1.2633e-08,0.0,0.0,1.0,0.0,2.31e-06,-1.0,-0.00053,0.00134,1320.0,7830.0,7830.0,-1320.0,-1.68,-10.0
1.8027765,0.0001259338,3,1.7534363,1.7400181,2.6794851,0.14669311,1.4071246,0.18000877,7911.0,0.001,0.67751,0.37979,0.03438,-0.086272,-0.00024024,1.3083e-08,0.0,0.0,1.0,0.0,5.17e-06,-1.0,-0.00015,0.000514,960.0,10600.0,10600.0,-960.0,-1.42,-15.7
0.41773796,0.00012662508,3,1.1038536,0.52788258,0.54487175,0.10311124,0.65230644,0.060973443,7912.0,0.001,0.49777,1.043,0.00015739,8.4713e-08,-0.00015098,2.8076e-08,0.0,0.0,1.0,0.0,1e-06,1.0,0.000172,-2.67e-05,-0.545,-3590.0,3590.0,-0.541,0.00109,7.21
1.0752294,0.00017523313,3,0.58335572,2.2083941,1.7287608,0.12754515,0.74880058,0.084702753,,,,,,,,,,,,,,,,,,,,,,
0.27151233,0.00010803997,3,3.2005424,0.4166615,0.7945984,0.12022758,0.66412884,0.071278118,7914.0,0.001,0.70502,0.59564,0.077725,-0.11127,0.0025924,1.337e-08,0.0,0.0,1.0,0.0,2.9e-06,-1.0,-0.000529,0.00112,786.0,6020.0,6020.0,-786.0,-1.11,-8.54
0.60905921,0.00012295783,3,1.1848327,0.60869902,0.84014922,0.11268236,0.68722183,0.069595687,,,,,,,,,,,,,,,,,,,,,,
0.74991167,0.00014643777,3,1.2161952,0.98181611,1.0072391,0.066160783,0.7619105,0.047280829,,,,,,,,,,,,,,,,,,,,,,
0.9027971,0.00017163115,3,0.52181244,1.5285652,1.2254664,0.076233476,0.73912138,0.052354444,,,,,,,,,,,,,,,,,,,,,,
0.55476224,0.00012972526,3,0.95882338,0.44223049,0.62959218,0.096794672,0.67973131,0.05998781,7918.0,0.001,0.43597,0.80369,0.00053697,5.9494e-07,-0.00066841,3.8248e-08,0.0,0.0,1.0,0.0,1.68e-06,1.0,0.000235,-8.88e-05,-2.86,-4270.0,4270.0,-2.85,0.00656,9.8
0.98326933,0.00012554176,3,1.2590169,0.68590051,0.59692711,0.072075851,1.1606178,0.078027643,7919.0,0.001,0.70502,0.92268,0.0049652,0.00047603,-0.0058601,3.2091e-08,0.0,0.0,1.0,0.0,1.01e-06,1.0,0.000226,-0.00028,-29.2,-5420.0,5420.0,-29.2,0.0414,7.69
2.0733221,0.00017283192,3,0.65200782,1.7746708,1.4456779,0.13844904,0.99491024,0.12099268,7920.0,0.001,0.48601,-0.40992,0.0019164,0.0046777,-4.3517e-07,-1.0362e-07,0.0,0.0,1.0,0.0,1.71e-06,-1.0,0.00017,0.000333,39.7,-8500.0,-8500.0,-39.7,-0.0818,17.5
1.4860283,0.00014214926,3,1.1346231,0.907359,0.81270158,0.093355089,1.3727533,0.11721074,7921.0,0.001,0.5985,0.63586,0.0036375,0.0013948,-0.0071198,5.6636e-08,0.0,0.0,1.0,0.0,1.69e-06,1.0,0.000128,-0.000353,-35.6,-6220.0,6220.0,-35.6,0.0594,10.4
0.93867749,0.00018253484,3,1.0900668,1.7221222,0.84881783,0.094435841,0.81151384,0.070023112,,,,,,,,,,,,,,,,,,,,,,
0.60543877,0.00015189391,3,1.0235145,0.8997938,1.2597216,0.090664417,0.54719055,0.045486432,,,,,,,,,,,,,,,,,,,,,,
0.59110814,0.00016020739,3,1.2861658,0.92977661,0.84777832,0.11768233,0.70031559,0.073737308,,,,,,,,,,,,,,,,,,,,,,
1.912923,0.00016788475,3,0.89279509,1.8585484,1.9374547,0.040136527,1.25405,0.048390113,,,,,,,,,,,,,,,,,,,,,,
1.3974717,0.00013944306,3,1.2293226,0.96280444,0.7339133,0.10405395,1.2932161,0.12188109,7926.0,0.001,0.67751,0.73812,0.0032707,0.0019303,-0.0063637,4.4915e-08,0.0,0.0,1.0,0.0,1.27e-06,1.0,0.000132,-0.000348,-26.3,-5940.0,5940.0,-26.3,0.0388,8.76
1.3022169,0.00012647353,3,1.3054342,1.2842082,1.9802166,0.075346306,1.2551339,0.087942392,7927.0,0.001,0.31556,-0.1695,0.00037093,0.00048741,0.001701,-1.1205e-07,0.0,0.0,1.0,0.0,2.96e-05,1.0,-0.000104,-0.000595,-27.8,12900.0,-12900.0,-28.2,0.0881,-40.8
0.45576036,0.00015208704,3,1.0733247,0.92978865,0.48591247,0.14608128,0.79208857,0.10096103,,,,,,,,,,,,,,,,,,,,,,
1.0709722,0.00013553063,3,1.174351,0.70866805,0.79945767,0.069920741,1.1719791,0.076590449,7929.0,0.001,0.5985,0.74553,0.0013033,0.00029561,-0.0020407,4.6469e-08,0.0,0.0,1.0,0.0,7.58e-07,1.0,0.000204,-0.00032,-9.56,-5470.0,5470.0,-9.55,0.016,9.13
0.98094791,0.00014661277,3,1.2536601,1.0814607,1.39246,0.093447521,0.97877771,0.083647206,,,,,,,,,,,,,,,,,,,,,,
0.61550349,0.00014123098,3,1.8112639,0.92692703,1.1642106,0.062099911,0.76245314,0.044580121,7931.0,0.001,0.4985,0.40105,0.01203,-0.02943,-6.6074e-05,2.7708e-08,0.0,0.0,1.0,0.0,9.89e-06,-1.0,-0.000223,0.0008,196.0,6530.0,6530.0,-196.0,-0.393,-13.1
0.82788974,0.00015394269,3,1.0725731,0.97074777,1.0899574,0.080014303,0.57671267,0.042725876,,,,,,,,,,,,,,,,,,,,,,
0.42417747,0.00013620064,3,1.2353011,2.7852466,5.5326576,0.094812356,0.66518331,0.057605386,7933.0,0.001,0.41259,-0.3281,0.015724,-0.02733,0.073812,-2.2006e-08,0.0,0.0,1.0,0.0,4.25e-06,1.0,-0.00038,-0.00071,-397.0,8290.0,-8290.0,-397.0,0.963,-20.1
0.33037865,9.9759745e-05,3,2.3899655,0.28840879,0.9504171,0.078626186,0.76921588,0.056072328,7934.0,0.001,0.57001,0.51329,0.032144,-0.05938,0.00078252,2.3925e-08,0.0,0.0,1.0,0.0,5.21e-06,-1.0,-0.00048,0.00106,449.0,7170.0,7170.0,-449.0,-0.788,-12.6
1.2920103,0.00015058932,3,0.95725656,1.2810156,1.5636709,0.075295463,1.0802037,0.07564003,,,,,,,,,,,,,,,,,,,,,,
1.573681,0.00016337859,3,0.77032602,3.3470004,1.5338123,0.093423687,1.161162,0.099211156,,,,,,,,,,,,,,,,,,,,,,
0.93786782,0.00015124744,3,1.159988,1.1752484,0.96663409,0.2018542,0.84525794,0.14196256,,,,,,,,,,,,,,,,,,,,,,
0.40106225,0.0001020253,3,1.628541,0.41673878,0.79021269,0.099717028,0.96384043,0.087395392,7938.0,0.001,0.36447,0.36492,0.00072423,-0.0022495,0.00026548,5.5132e-08,0.0,0.0,1.0,0.0,1.38e-05,-1.0,-0.000473,0.000742,15.1,7670.0,7670.0,-15.2,-0.0415,-21.0
1.1073438,0.00013486961,3,0.5056197,1.6239473,2.3302517,0.11353718,1.1026195,0.11242415,7939.0,0.001,0.46705,-0.70871,0.00059624,0.0008414,-4.438e-09,-6.4552e-08,0.0,0.0,1.0,0.0,1.2e-06,-1.0,0.000221,0.000206,5.79,-6870.0,-6870.0,-5.78,-0.0124,14.7
0.38848382,0.00012198299,3,0.42663965,0.57776052,0.87066901,0.089696541,0.73469806,0.060475539,,,,,,,,,,,,,,,,,,,,,,
0.68664736,0.00012503452,3,0.80682361,1.0946655,1.6354575,0.084898762,0.85711527,0.067073032,,,,,,,,,,,,,,,,,,,,,,
0.48669308,0.00015282258,3,0.72700113,1.3289635,0.77921611,0.10411157,0.64984137,0.061276112,,,,,,,,,,,,,,,,,,,,,,
0.73897946,0.00014787451,3,1.3147233,0.98765564,0.49952883,0.15507887,0.84124577,0.11294425,7943.0,0.001,0.76695,1.1604,0.0005931,0.00013776,-0.00064892,2.0967e-08,0.0,0.0,1.0,0.0,7.01e-07,1.0,0.000219,-0.000164,-2.0,-3900.0,3900.0,-1.99,0.0026,5.08
0.46949717,0.00012876659,3,1.4969116,0.90621758,0.99874306,0.10041054,0.65470004,0.059740301,7944.0,0.001,0.31875,0.31687,0.00011491,-0.00036381,1.0924e-06,7.2737e-08,0.0,0.0,1.0,0.0,1.91e-05,-1.0,-0.000356,0.000655,2.19,6380.0,6390.0,-2.33,-0.00688,-20.0
0.50533271,0.00011563082,3,1.3622257,0.60858244,0.99283433,0.13534661,0.73986882,0.088200033,,,,,,,,,,,,,,,,,,,,,,
0.6301142,0.00012460173,3,1.7363502,0.56603622,0.72511607,0.12542449,0.84575391,0.094256163,7946.0,0.001,0.46705,0.37742,0.0078194,-0.022249,0.0017169,2.9733e-08,0.0,0.0,1.0,0.0,1.25e-05,-1.0,-0.000261,0.00074,156.0,7530.0,7530.0,-156.0,-0.334,-16.1
0.5307343,0.00012587429,3,1.9022357,0.52004254,0.61750138,0.077983193,0.97894317,0.070817992,7947.0,0.001,0.52871,0.43003,0.014367,-0.033683,0.0010497,2.4086e-08,0.0,0.0,1.0,0.0,8.86e-06,-1.0,-0.000282,0.000868,236.0,7070.0,7070.0,-236.0,-0.447,-13.4
0.47009596,0.00010072984,3,2.510632,0.42738789,0.72172719,0.10835772,0.72113365,0.070501648,7948.0,0.001,0.67751,0.52074,0.055491,-0.10072,0.0054038,1.4383e-08,0.0,0.0,1.0,0.0,4.97e-06,-1.0,-0.000262,0.000974,859.0,8060.0,8060.0,-859.0,-1.27,-11.9
1.4456919,0.00017345294,3,0.55275059,1.5433609,0.88504851,0.1052374,0.76245207,0.072598211,7949.0,0.001,0.4812,-0.60628,0.0010243,0.0016899,-2.449e-07,-7.333e-08,0.0,0.0,1.0,0.0,1.31e-06,-1.0,0.000199,0.00026,10.4,-6150.0,-6150.0,-10.4,-0.0216,12.8
1.1683631,0.00014725949,3,0.9290275,0.95701218,1.4378339,0.075392187,1.0353043,0.072581977,,,,,,,,,,,,,,,,,,,,,,
1.444364,0.00015579445,3,1.0415355,1.5805557,1.7474642,0.11992352,1.0227826,0.10952121,,,,,,,,,,,,,,,,,,,,,,
0.84926569,0.00013735675,3,0.79972732,1.2864995,1.9605705,0.06817963,0.70795995,0.045187887,,,,,,,,,,,,,,,,,,,,,,
0.49899691,0.00014010737,3,0.77198797,0.83752429,0.54393351,0.075861737,0.73324502,0.051702883,,,,,,,,,,,,,,,,,,,,,,
0.95802593,0.00017220958,3,0.66565406,1.0001351,0.76878631,0.093358353,0.80903381,0.069080964,,,,,,,,,,,,,,,,,,,,,,
0.89744866,0.00016532559,3,0.64378053,1.3272705,0.63176858,0.088312089,0.68146902,0.05529784,,,,,,,,,,,,,,,,,,,,,,
1.8428662,0.00015413019,3,0.68518233,0.73798054,0.47590414,0.055104032,1.4960141,0.078130901,7956.0,0.001,0.52871,0.59499,0.030539,0.0015066,-0.05367,6.7098e-08,0.0,0.0,1.0,0.0,1.39e-06,1.0,0.00015,-0.000289,-357.0,-6950.0,6950.0,-357.0,0.674,13.1
1.307225,0.00018898127,3,0.84525549,2.4010022,1.2635924,0.12891752,0.87911367,0.10039059,,,,,,,,,,,,,,,,,,,,,,
1.7017845,0.00016428549,3,0.54815,1.0010117,1.0714943,0.13974021,1.1157202,0.13679422,7958.0,0.001,0.52871,-0.56077,0.004859,0.008806,-0.00012835,-7.925e-08,0.0,0.0,1.0,0.0,1.11e-06,-1.0,0.000186,0.000283,67.2,-7750.0,-7750.0,-67.2,-0.127,14.7
0.79235935,0.00012582233,3,1.4532111,0.6032446,1.0166939,0.072586283,0.93571079,0.063323095,7959.0,0.001,0.36811,0.29461,0.00055816,-0.0018529,-4.1384e-05,5.7574e-08,0.0,0.0,1.0,0.0,2.04e-05,-1.0,-0.000208,0.000662,15.4,8240.0,8240.0,-15.6,-0.0419,-22.4
1.10378,0.00015752188,3,0.56659281,1.3064028,1.7712698,0.079374544,0.76049751,0.055925287,,,,,,,,,,,,,,,,,,,,,,
0.9027822,0.00018989408,3,0.66285872,1.7873619,0.96161449,0.085792243,0.75169718,0.059394799,,,,,,,,,,,,,,,,,,,,,,
0.66304642,0.00010436074,3,0.86994684,0.39224282,1.1706042,0.060675394,1.076763,0.061595246,,,,,,,,,,,,,,,,,,,,,,
1.1821257,0.00013611134,3,0.97225487,0.90267146,0.88416958,0.079732031,1.0622152,0.078438573,,,,,,,,,,,,,,,,,,,,,,
1.0588986,0.00015677746,3,1.1248688,0.78669894,0.59622389,0.09531343,0.96251118,0.083756998,7964.0,0.001,0.67751,0.88779,0.002156,0.00072586,-0.0031547,3.5395e-08,0.0,0.0,1.0,0.0,9.94e-07,1.0,0.000197,-0.000278,-11.2,-4590.0,4590.0,-11.1,0.0165,6.77
0.76031697,0.00013576166,3,1.601124,0.84521466,1.0162359,0.089022584,1.0346202,0.084574752,7965.0,0.001,0.44416,0.34432,0.0042544,-0.012284,-2.2316e-05,3.3705e-08,0.0,0.0,1.0,0.0,1.39e-05,-1.0,-0.000228,0.000693,92.7,7510.0,7510.0,-92.8,-0.209,-16.9
0.47096956,0.00011646673,3,1.8215508,1.0782158,1.9294279,0.085424766,0.81280291,0.063968934,7966.0,0.001,0.45776,0.40998,0.007547,-0.018196,-4.0333e-05,3.0153e-08,0.0,0.0,1.0,0.0,9.16e-06,-1.0,-0.000341,0.000764,131.0,7100.0,7100.0,-131.0,-0.285,-15.5
1.0442307,0.00015241715,3,1.3978946,1.0899397,0.64689106,0.11753951,0.9852671,0.10362733,7967.0,0.001,0.3718,0.26715,0.00054245,-0.0020358,5.5631e-06,5.4174e-08,0.0,0.0,1.0,0.0,2.45e-05,-1.0,-0.000199,0.000576,15.5,7720.0,7720.0,-15.7,-0.0417,-20.8
0.57798636,0.00013628442,3,0.88243973,0.91222256,1.0960763,0.10921717,0.71923631,0.070817821,,,,,,,,,,,,,,,,,,,,,,
1.2244691,0.00017334547,3,0.77733636,1.569324,1.2455465,0.096031703,0.7316556,0.064106174,,,,,,,,,,,,,,,,,,,,,,
1.1498059,0.00017888208,3,0.90630418,1.5328925,0.52327204,0.12250984,0.73149157,0.079834484,,,,,,,,,,,,,,,,,,,,,,
0.46800569,0.00012280972,3,1.1052431,0.89476228,1.4321942,0.1133257,0.73478651,0.07479386,,,,,,,,,,,,,,,,,,,,,,
0.52385885,0.0001371728,3,1.842175,1.114805,1.3747963,0.12373789,0.56945902,0.062705062,7972.0,0.001,0.48601,0.41207,0.010591,-0.02517,-0.00015985,2.7076e-08,0.0,0.0,1.0,0.0,9.36e-06,-1.0,-0.000238,0.000756,163.0,6330.0,6330.0,-163.0,-0.335,-13.0
0.27428845,0.00011359031,3,1.7628332,1.1355504,2.4944222,0.084363982,0.61840683,0.048111662,7973.0,0.001,0.36447,0.41271,0.00098902,-0.0023926,-2.5255e-06,4.9352e-08,0.0,0.0,1.0,0.0,8.46e-06,-1.0,-0.000558,0.000671,14.0,5860.0,5860.0,-14.0,-0.0384,-16.1
0.88213331,0.00016289175,3,0.74823284,1.0100601,0.65930086,0.11329338,0.65606403,0.066763528,,,,,,,,,,,,,,,,,,,,,,
0.39058429,0.00012333816,3,1.5056185,0.58796597,0.75891078,0.087362498,0.45753291,0.036760427,,,,,,,,,,,,,,,,,,,,,,
0.49631536,0.00013176302,3,0.77122849,1.3054353,2.113698,0.11053978,0.65969372,0.065663673,7976.0,0.001,0.22417,-0.21648,0.00011031,-0.00090866,0.0014183,-9.7979e-08,0.0,0.0,1.0,0.0,1.44e-05,1.0,-0.000431,-0.000511,-4.43,8950.0,-8950.0,-4.58,0.0198,-39.9
1.3366219,0.0001429525,3,1.6246455,9.3947792,6.1442409,0.091740444,1.009443,0.084823266,7977.0,0.001,0.73673,-0.29089,0.047259,0.085494,0.056316,-8.5445e-09,0.0,0.0,1.0,0.0,2.24e-06,1.0,-0.000119,-0.000674,-2200.0,13500.0,-13500.0,-2200.0,2.99,-18.4
0.53272879,0.00014710365,3,1.1032803,0.86879498,0.89795977,0.078255013,0.67934287,0.049303558,,,,,,,,,,,,,,,,,,,,,,
0.55784184,0.00014712397,3,0.91663265,0.68998414,0.78417093,0.098131828,0.58649659,0.052410826,,,,,,,,,,,,,,,,,,,,,,
1.7835314,0.00013816405,3,0.91524148,0.85825199,1.119735,0.06650155,1.4426693,0.08995685,,,,,,,,,,,,,,,,,,,,,,
0.126348,6.171361e-05,3,5.4923935,0.18896478,1.5539469,0.070088767,0.92523754,0.060600735,7981.0,0.001,0.84364,0.71946,0.14684,-0.13492,-0.0014328,1.036e-08,0.0,0.0,1.0,0.0,2.76e-07,-1.0,-0.00103,0.00148,1590.0,7780.0,7780.0,-1590.0,-1.88,-9.23
2.7658234,0.0001668459,3,0.73946202,1.8013638,1.7106183,0.070205159,1.2231833,0.080239713,7982.0,0.001,0.42509,-0.29886,0.00036547,0.0012232,-1.1023e-07,-1.463e-07,0.0,0.0,1.0,0.0,3.16e-06,-1.0,0.000129,0.000365,12.2,-9910.0,-9910.0,-12.1,-0.0286,23.3
