0,1,2,3,4,5,6,7,8
5.2291441,4.5998263,479.67087,104494.00137427499,135858.65352165,0.53776222,523.8468,67700.21862375,94804.9529238975
4.6990619,4.9211497,484.68359,119239.32587910001,71147.51452196999,0.49189517,529.45312,146899.47711525002,25094.53001295
5.7069902,5.1358757,343.51627,177082.19678685,144117.60556867498,0.61686039,393.60675,141771.43751775,178457.182140525
5.3710427,5.7890658,468.03113,156081.99849345,140320.1524122,0.53721696,509.21063,134086.306022925,159671.336098575
4.29741,7.1904659,626.69348,33919.206135082495,126166.22931495,0.54267675,660.27307,191608.3930461,128903.8528077
3.4980247,3.5776901,551.41479,123937.73114752499,137208.07410675,0.49647883,574.09009,148806.529940175,136726.915686675
4.5748792,5.3504624,458.89026,148442.93696287498,130424.0455827,0.4419542,494.72363,119355.48717435,71898.9713406075
4.809269,3.9713202,529.35181,139591.655146275,73409.40354962999,0.42477185,574.81525,108417.2858766825,109346.5437460125
4.4147015,6.960556,546.49255,146406.505288725,110203.16889336749,0.48976451,587.10931,128956.24723807501,97504.45555202251
4.6533885,5.8718433,381.91278,49286.130502889995,118685.62757324999,0.53880417,421.83569,156224.4324333,170631.972424425
3.8969023,4.2538209,447.41473,81393.76120293749,98738.57357672248,0.2865873,489.0322,90278.1600129825,162079.112572725
3.9889417,5.0125237,331.99341,91756.74244269,73369.927276485,0.41068467,364.35043,87236.6511449625,143704.159551975
5.7873235,5.0125399,366.23758,112753.06830609748,105479.2127817975,0.5662272,413.20734,149610.4102005,133625.2234311
4.2363262,5.4292316,583.82886,52524.78052296751,153604.66449645,0.51423103,620.94366,143886.489848775,48288.7389859275
5.7066402,5.7514405,615.67932,74203.97001819,112548.739311255,0.58994168,656.6535,137622.6573669,95209.22788449
4.4948902,4.8886304,592.20862,127912.6407003,119940.14635289999,0.46076185,629.61682,102291.23856194249,62705.228386732495
5.7524357,6.1105189,453.49469,132168.20569019997,136115.426846325,0.45622623,495.26337,140573.119452675,100190.71161486
4.7267141,4.6354337,597.68073,180178.156407075,95089.73841147,0.41518959,631.69623,155237.32832775,131820.5341212
5.3496404,4.6725249,434.50894,132250.887930825,133322.032006425,0.36344373,474.48773,146907.92520944998,39524.293829902505
6.1875324,4.1916099,313.98074,162211.891547775,121042.71548219999,0.43075019,351.13776,56708.02263171,85279.279939185
5.1738882,4.6945992,529.81427,99831.5666519925,109420.94615804999,0.5825178,576.47876,94321.57107683251,169388.5127571
2.9968734,4.6270885,278.81506,149797.86969735,98190.92703066,0.47070539,314.41348,160441.4704002,225938.4771165
6.7378912,6.6019549,407.15128,128863.60831499999,148703.6790351,0.66225529,447.86652,115212.48491649749,161172.2769666
5.1548119,7.2043943,410.9873,104363.7324579825,116949.60223777499,0.58735758,450.56497,133259.692498125,113954.771411115
6.1360126,5.6634498,236.87228,80681.6147127375,131013.64828889999,0.55907285,277.43677,121841.62900582499,118570.00008614999
4.7919831,5.9972544,415.31091,128533.77290092499,199699.961424525,0.50138897,450.89658,108121.1569659225,59708.031397424995
4.0493383,7.0247073,408.21179,181568.587383525,136684.38510255,0.49901715,448.97095,119067.8574177,94818.686879235
6.3248205,5.262568,249.93341,109059.23427425249,118280.57162812499,0.56860054,290.31317,124552.3880232,88263.0203213025
2.0907407,5.7398205,346.93835,109330.939141245,87403.0530707475,0.40747064,391.88446,117012.4175316,35527.812625604995
4.2661705,4.2898045,439.78845,58058.853166597495,175037.80440855,0.39666635,473.34558,149271.99904244998,135836.941455375
3.7653296,6.438468,510.53842,163683.85591687498,48670.7970834075,0.63998336,550.07587,154927.499114775,162875.1713832
3.7847667,5.4870052,331.01382,159288.038637825,139274.19015585,0.4646537,364.57861,144409.54060409998,65641.03279698
4.4501057,4.5180016,401.17731,101034.13313367,124695.95920649999,0.41904792,438.86349,72502.84413119999,110796.8540714625
5.2874718,4.3252783,424.40649,128639.722214175,169910.20578299998,0.47670099,468.12665,79392.8927561025,117182.342591175
3.227613,5.0330591,275.50955,138854.80262235,162354.5459736,0.47297055,319.9567,177016.0277853,78302.228709
5.1599698,5.8612089,539.89227,54152.882615489994,118623.694223325,0.39233571,584.13092,151507.4715294,147255.68961464998
5.1800213,6.2574549,464.54303,123136.70560034999,83900.5776561525,0.50280082,506.65546,110138.029213185,102204.61658508
4.3006825,3.9602127,471.96475,126650.172821025,104010.34333951499,0.60627919,518.12207,115714.90166592,153518.00190375
6.6690269,5.4980316,413.34927,100904.7832957575,187147.40475465002,0.5841887,456.17993,112711.04716061999,137196.19107315
4.552536,4.6325998,482.33734,164945.81319705,123866.25887805,0.52805501,516.48572,57879.330004395,181482.876361875
5.2184062,5.6802197,443.7272,124820.1740421,162207.9576138,0.52363455,487.84949,113970.39806447999,128695.20344819999
5.4022865,5.7163124,568.35492,11726.880790694999,102887.96760694499,0.29913434,605.91388,89493.022220985,135598.3640259
4.9306798,4.9534483,316.39969,140995.32688575,80003.8199374425,0.48572406,356.52042,117885.40273829999,175076.57512657502
6.87819,6.4077559,484.97946,97084.553938065,90993.61031144999,0.44547606,517.1535,49251.16374816,85180.270131885
4.745101,6.1924982,257.71829,110554.6328211375,93761.3185352625,0.50717854,294.8063,78866.26084436249,117030.19566389998
5.047554,5.7604942,485.55835,116087.084312625,130426.62178725,0.51166475,525.71252,118093.47187154999,82362.66012966749
4.6622238,5.6597457,494.19946,112425.78588752249,122689.79213355,0.57045299,537.79993,121496.626477575,148334.365026975
4.2003489,5.5849829,409.12497,30379.8167264625,129004.05788107499,0.43900451,450.37067,85250.00752487249,107511.7000779
5.7864633,7.3525863,547.24347,32087.699928359998,77482.793743365,0.476522,583.92462,135240.03950295,50992.5027956325
4.831892,4.4727659,211.05721,117401.42441865,95752.725812865,0.54955918,259.07086,61438.8892379175,75455.50875582
6.1233006,6.1472836,479.30099,115875.738061515,146557.503368025,0.4808296,517.11969,138723.53223555,141600.20114684998
4.402565,5.6127191,532.33099,47598.46122309,86219.1779974875,0.40853745,572.00671,81910.81938155249,98849.509354365
3.596941,4.3459554,507.88763,124834.49402595,62394.3199529325,0.40189189,548.22693,84895.85482866,105074.51773739999
4.439064,6.0786347,552.57147,72140.57871156,180870.5403912,0.35128361,589.93872,71951.770768905,138704.628464325
7.1231613,5.3481393,427.58652,106976.868408795,99670.58752074,0.43792766,462.42236,138406.9375845,213803.869019025
6.3718896,5.6283484,465.24036,117798.06708314999,179549.06350229998,0.45384967,505.34436,65258.7089558775,148946.84025195
5.4868011,5.4159904,512.54761,99467.863431705,74595.03786888,0.45863208,558.21869,105430.97277137249,166188.68103359998
7.5240989,4.723175,414.39459,197058.0636585,119979.358042875,0.54198021,455.41034,138027.42319889998,185158.76051445
4.7538552,5.8075585,526.88495,100052.20812762751,71883.7322783775,0.48221549,565.45331,108112.33636646999,196672.53812895002
4.3514328,4.9416213,394.6554,125119.373510175,159699.952857225,0.18456605,427.01254,86258.79816674249,62015.8963926825
6.2068782,5.473721,620.25568,118453.920022575,111310.8254464275,0.58664864,652.09174,148655.439024675,110645.84670854249
4.8560514,6.130909,456.93921,140166.67096455,122696.23264492498,0.47231275,502.12567,89737.441368345,98826.611305635
3.7220387,6.5109053,287.56934,58381.40906214,95962.37780332501,0.57260907,333.84979,148357.72493579998,152186.17377855
5.6354761,5.4414306,397.47504,83626.145725785,172078.13993444998,0.45775354,431.91327,133971.54887519998,64739.520186472495
4.6332788,4.9301362,459.01654,160100.8543824,159849.9181338,0.59245408,502.94058,134829.204504375,55328.03572776
4.0821295,7.4104829,593.64203,94734.9544290975,187563.58943925,0.37377596,638.23535,131126.664757875,127186.301876025
4.6304345,5.9212794,394.77304,59961.065744144995,93930.476535735,0.41080722,432.56293,58947.743535262496,103404.550000035
5.7827148,4.6788135,473.10999,115047.012513165,139858.025413125,0.56361574,511.70236,124104.743471325,93907.745592165
4.0173345,5.9776111,479.45142,126580.174326225,141218.81843272498,0.3010056,519.58917,113747.7315992325,70532.9400384225
5.870554,4.9290113,485.18115,162812.80866585,194169.26801857498,0.52633721,528.84338,86033.23753296,114072.84513208499
6.5976448,4.922121,364.65311,161289.563900775,151710.167767575,0.34437656,403.32767,117255.77602537499,85565.96392704749
4.5020661,5.9699483,553.03015,141775.267011,149815.18364865,0.48653802,596.44513,168499.385656125,108210.81004471499
4.6401463,6.9499426,403.60474,179782.952703675,210574.956355875,0.65052187,444.17038,123638.55488849999,106855.3098489675
4.0342579,6.3246245,642.74475,175773.125135175,120471.79606124999,0.53833002,673.82477,85440.7905576825,97618.1241953025
5.6558065,5.5929518,453.58127,123152.54577697499,148287.81927719997,0.52708244,488.01422,81676.023866775,148481.7076809
4.729423,6.1230159,410.4736,96892.28784696,69686.3806560525,0.55502361,443.14368,128924.26516717499,102950.2850666475
7.4186125,3.5499079,489.75797,39295.147397895,94134.68368306498,0.65010107,523.98157,58336.283706225,119175.84912735
6.193078,5.4460115,350.77451,119416.36451249999,115878.2829338475,0.36547863,390.69571,107992.55910123,75766.83263161499
4.843308,4.1552835,424.73758,159044.3320083,106334.07868316249,0.5413816,479.33029,95383.51044320251,186343.36203097497
5.1230884,4.4148164,520.56927,80605.9276797825,167551.07547764998,0.61518764,549.88184,68551.0449899625,155580.40450484998
5.7057395,7.2585192,478.50949,110968.4803544025,146575.28150032499,0.42469767,522.35156,110721.012698325,83085.2321251275
7.1559591,5.6272688,433.35596,120826.58120407499,46492.33182552,0.30812436,465.20651,129344.1749043,203875.03742902496
4.2394538,3.4559019,526.01471,108362.2943536125,72277.045604655,0.41170624,567.32281,137387.43364515,81956.7199197375
3.4774299,7.1127424,539.54846,82536.51100005,15185.321674725,0.56144172,586.60938,136031.90907989998,165146.304575475
6.8032207,5.8928571,424.68585,172143.72870975,93956.173595895,0.49782205,459.83286,96922.810068615,106574.442049035
6.1080956,6.3039942,572.93628,170051.15434365,78972.680140875,0.44044483,607.4068,156380.640944325,104973.24388727249
7.0652199,5.2837605,559.591,97239.17030826,144325.75593359998,0.46561506,595.21021,129073.22085007498,163064.708090025
5.2483654,5.7385726,546.60828,112347.38803752749,107517.4559223,0.47486514,590.41034,134936.79005565,75909.64023717
6.1914043,5.6697764,462.7049,129076.9923207,131724.506676825,0.39729527,492.81836,124117.9610253,121191.961278225
5.1675043,6.6764669,467.8428,105118.23198307499,73336.52713263,0.49906403,503.90231,184341.24493724998,43177.0037460525
6.3440609,6.5003633,575.4375,88556.7146027175,101360.72972481749,0.56049329,611.14667,155879.33706885,103293.03979840499
6.1390676,5.3579049,588.79669,105414.8146307625,165268.5350373,0.55517024,624.04987,157756.032456375,143696.291684025
5.1876044,4.596261,452.97174,87084.88368565499,133898.9509668,0.5586853,495.405,132248.7410937,67337.444925915
5.2308025,4.637042,291.6438,49466.1224879025,147679.846607925,0.40338439,327.61649,169747.289856525,112650.1686620175
6.124856,6.0711865,608.8139,157537.937013525,150575.1175728,0.59435111,653.00739,81494.7252122475,164179.1022303
5.6418271,6.8243089,516.94116,113035.37506713001,97153.4349171075,0.46573687,561.41132,101444.9275164075,145448.72581785
4.480969,7.7188625,451.52191,27712.109336384998,148594.167132675,0.57836133,499.71533,124812.549869175,66263.863900065
4.4068222,6.363059,490.78799,123709.8995082,158822.15177265,0.56654078,523.30103,55436.3976217575,122528.93020799999
4.8123503,4.4882059,259.77179,44619.66784998,121112.9460675,0.44673485,293.81522,117972.3438396,147080.83263195
4.6290474,5.3794661,461.41406,83671.4416682175,124866.10475205,0.44184503,500.84113,112710.58297962001,169240.659504075
6.3052945,6.189846,338.13177,155418.857912325,159750.339704775,0.44645631,372.89575,98423.4538608,168759.1297392
4.419529,4.4958253,431.85507,163402.04002724998,85649.7903738375,0.54323024,474.73068,99878.16926393998,85346.080226895
5.0081973,6.0349216,458.93936,144642.733533975,137629.260341625,0.66302562,499.01089,79368.6230525175,135073.061992725
4.8163052,5.6403413,337.81049,48232.2806508975,132301.460450775,0.77360725,366.35309,83598.350567505,64800.094646519996
3.3218541,6.1538062,560.99396,127845.70580009998,121841.13001124999,0.38142553,605.93158,138838.799982375,174200.37546645
6.2444568,7.4994912,236.39381,93031.576103805,85619.9040801525,0.47361383,272.80795,126930.9907215,124618.48739760001
3.4968526,3.6985178,513.77087,138874.100947425,110826.558174105,0.45576009,552.20856,118088.400694125,155468.35121145
4.6133819,7.2224321,494.60342,83504.414258535,110283.7251850125,0.68553573,537.56427,70144.8499088475,76551.21264813
5.9265466,4.9460092,622.63849,149741.3092425,96734.14138025999,0.42382449,666.1095,118325.09819055,109851.6492638775
5.1260595,5.6758037,379.50989,153236.162805075,183662.38022475,0.50504422,420.84146,95181.959571645,93652.6305541125
4.242609,6.3789754,321.63367,169307.362313775,55366.8424198125,0.50168544,365.353,75754.647880365,91815.208360545
6.5396767,5.7441783,422.55957,75786.3212709,130731.043291575,0.41254723,464.04568,130303.416545325,127728.952674075
4.538641,8.0504045,547.69531,162556.406685975,55181.088788137495,0.71992141,582.42151,120933.807015075,72372.6912601575
5.1659684,4.985446,590.1181,90590.24282471249,111690.49881402,0.31279355,634.16479,86501.97214857,117177.375854475
6.2235832,5.5982218,585.08447,162589.58402295,93998.4059437275,0.68405479,627.7359,117397.43246205,34500.82376763
5.616396,5.2324748,632.01898,114595.5698002575,146582.754814425,0.40668336,667.23877,165915.2784246,173466.21519232498
4.8949475,7.0836654,522.72638,151309.997327475,66822.00209718,0.44930953,558.77496,140090.82378915,96500.83936785
3.574683,5.776372,383.36865,97372.2939377025,178435.528096875,0.67698169,425.21173,176536.78411185,114574.276657335
3.6744599,5.4892817,397.5719,151803.3869169,99974.540202255,0.58351028,435.34457,128157.589014,143060.56099094998
5.1287546,4.4053349,533.38977,55422.9015591825,165680.8206015,0.71057802,567.53107,87894.2041473,64734.9607686
5.3917923,4.6995645,243.73367,128431.86196237498,128021.09659095,0.43619785,288.63571,156931.1480058,158515.130854725
6.5294666,4.6590805,459.59073,22413.10491387,122039.0335806,0.41437855,493.05438,120378.68135265,98520.975967995
4.9292536,3.8739474,489.16852,135063.6275139,49510.5562141275,0.50991344,530.02277,91084.856691525,112041.55310205749
4.8935351,6.033824,550.21155,136784.891893575,51707.553898440005,0.4013505,596.6286,139378.50323107498,125517.72203984999
3.90729,5.6915045,509.70688,119678.00013315,128032.2137259,0.57138067,545.05896,153414.18782310002,23430.4051539225
4.8473606,6.6627297,523.33789,94107.85750262249,123397.865435475,0.46045542,570.01141,124171.27221314999,147750.83148735
5.2893162,6.1431532,449.77936,117261.04447972498,130983.72021892501,0.53017956,484.625,108746.88107708999,179678.22186554997
4.7785082,6.3067374,320.05063,115237.971934755,149525.151755325,0.42277604,359.69052,110502.086371485,73849.02009111
5.7650661,4.313623,294.39813,78833.0486938125,92067.10314291,0.35393375,342.9314,61904.043857565,127728.952674075
5.5875568,5.1315136,457.87512,132264.32597077498,122857.40789265,0.53953725,495.77527,134002.358889075,92355.152983365
5.5316749,4.453105,503.5426,139286.25886185,138280.552702725,0.70988655,546.93713,146559.731436825,94258.7557830075
5.5941992,5.6110029,496.36346,94643.18700584999,126563.54504190001,0.5804677,535.00354,64305.89506125,102169.64518853999
4.3520913,6.0490613,350.42221,111948.3362736375,116649.97340227499,0.51731724,395.11719,130925.41908532499,113737.8050885475
5.6501427,5.0236564,461.60794,110246.71719433501,82780.52630993999,0.56003022,503.52228,103770.07977255751,149349.62171017498
4.920033,5.7380257,421.46738,118015.48946355,144007.641089775,0.48645929,463.79456,121658.47478775,153043.08671812498
3.6295989,6.9981575,476.45862,68476.49287955249,98931.149508645,0.65752757,518.88239,113966.491981365,134529.65690055
3.6094632,5.4673238,587.01794,35449.8963633975,128639.59456439999,0.56096548,631.06079,127968.65574247499,121880.9799501
5.8521943,5.9880333,459.51849,51796.455004012496,92384.9452803975,0.54074669,501.32108,112008.54054933749,119724.151329075
4.4995303,5.1606088,369.19864,131705.11551555002,113011.769142375,0.50746357,414.64624,102773.092093065,115416.570216315
5.4939919,6.3495841,462.76712,117950.10956970001,123596.84822565,0.59942645,511.52936,113589.883368825,88396.1497530075
5.5740681,4.2104664,482.40875,97177.08493905749,72196.8154001625,0.67254847,525.30511,108880.7798888025,171324.0546909
4.2119751,5.3335671,326.35849,125188.0374846,48685.6764053625,0.43173748,382.15579,166836.387596475,158133.50444557497
5.3819876,6.0951657,503.54517,175652.8210245,84136.60209012749,0.62280506,553.90912,123176.81083875,158214.736120575
5.254746,4.779995,545.65094,190737.763557975,142573.96004864998,0.45998985,588.8689,56080.886249849995,77872.6048239975
4.3756266,6.9924784,435.49664,104183.5188265425,110491.8941171775,0.4923833,482.75507,164107.235406975,153889.752862125
5.9063864,5.3195987,354.09198,116092.677693675,116292.76291372499,0.51163763,388.72397,115875.18452567249,102861.61721202749
5.8445187,6.6151171,407.65784,97808.12160176999,142702.665835425,0.68253988,442.99878,69500.28933269999,83615.67032106749
4.9478626,4.8720074,561.81647,83999.4435673425,79454.87832639,0.46658185,605.18866,104205.28659453751,157160.093679525
5.686317,5.6168604,461.96844,95733.90095241001,114952.63291133998,0.37980929,497.8472,121448.20079475001,143771.001615975
3.7490482,4.1873169,458.71338,96943.0634460975,59621.8086162225,0.37587023,498.91827,173280.159843,179989.118694825
4.416297,4.2587409,579.00696,175543.20468135,119081.980124625,0.53863031,630.75372,141428.73268545,103146.73458901499
6.1745205,5.9428449,369.92932,156093.04600125,80339.906709135,0.39432201,422.25464,138390.076209675,156275.387902575
3.3593347,6.5130329,480.78232,87958.342356975,112558.1354951475,0.46254498,521.22595,124252.70116507499,63603.49289069249
5.1315837,7.0077505,491.2619,85270.53709005,140323.50611992498,0.35774231,535.85638,138173.698236525,60810.387003465
4.7406025,6.5406022,557.16595,92667.7939727475,99210.5783474775,0.6269716,598.68732,121277.10367815,129903.39696405
5.6293755,4.8892074,469.31891,85737.16896573,153475.958709675,0.51891512,506.10974,89605.72768869,137343.58014517502
5.1099167,5.9996891,380.58331,127885.91547922499,88690.1875283625,0.68278557,421.89093,130065.779082375,127910.01807764999
5.4464364,5.4597297,229.40453,137214.769917675,109618.56889789499,0.54778939,278.5108,142710.8702346,101601.30313259251
4.3976717,5.4200621,403.07126,87721.874630145,119635.748057625,0.570885,438.05536,112938.29625279,116798.4300906
5.2852573,3.7626624,614.06042,105938.34697387498,79079.6866263525,0.53482068,651.453,139528.9094796,149958.7316229
4.7154756,5.1385002,573.56909,83944.4079470775,87907.5389069775,0.45495689,607.45203,103726.99565258999,170606.98788210002
7.3821383,6.862515,462.11172,181206.340531125,91989.35746721999,0.47339019,502.99994,168190.0902513,83029.9969070325
5.4437528,6.6448588,308.6723,106562.4116379675,106397.6691592575,0.39623624,351.23306,136726.16139255,97255.3388929425
6.0123081,5.2557979,304.59467,190097.2982187,67804.5862402425,0.50653481,345.73209,90264.077921895,107491.7577016875
4.6181641,5.8075266,511.81219,159368.852549925,98733.6718253625,0.5934571,552.3667,73308.95942304,178334.46428865
6.2858105,5.2645092,347.61765,89071.360200585,91955.9468792925,0.48799467,386.60364,135140.693164425,127822.856490375
3.868948,6.1590586,580.45013,145451.83583055,77510.53900218749,0.44480655,622.79108,46637.413917975,113426.2700103975
5.1698608,4.8300653,381.99408,112980.52744017,131340.8030577,0.36503464,422.85513,171781.09890802501,87128.149996665
2.7230155,4.6844273,448.95288,77428.33950980249,60141.079777755,0.50109529,488.04614,76999.11946227,123803.698883775
5.8269076,6.8763947,416.50751,84411.433216155,72606.159217275,0.59185356,458.91693,121277.98562205,140231.807163375
5.3461037,5.6003723,454.34875,138180.34762935,145280.889572775,0.56316888,493.57788,138546.690879075,81432.4181966175
5.5345111,5.9041829,584.62024,134447.160332325,119672.371938525,0.55414844,618.18799,191132.29419892502,94749.89525503501
6.6834874,5.4423513,401.67151,124110.20920259999,79562.7586326,0.54022431,431.04547,71750.4635923725,140677.258460025
6.2752919,5.3268232,549.90295,107694.27174882,123151.48976519999,0.44970018,595.16107,129753.97710015,141996.4028394
4.9730563,6.0166183,441.46933,102283.613228565,106097.1467753325,0.68341869,482.15097,117724.81932134999,71245.7178147825
3.9759426,5.5424757,470.17792,164843.844235875,149518.0845996,0.33370844,518.15405,115435.4171253675,128349.052071975
5.2625909,5.104495,406.58029,123604.22870354999,164478.5918115,0.41661453,449.51166,90532.2573341925,109815.80404660499
7.2632217,6.3052111,466.2619,127442.72706495,53105.2968860925,0.52068639,508.93936,108342.3624214725,58873.6277549925
5.8599377,4.8666234,507.03552,152101.39111889998,105279.664851255,0.42988533,551.48828,156319.7287926,146526.9950718
4.6056952,5.1472621,524.93909,61932.5294850825,123939.56466247501,0.39796057,565.92816,56596.8930585,128790.024021975
